# BUSCO version is: 5.4.4 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
47174at3193	Complete	IDmodified-transcript-181344	665.8	456	https://www.orthodb.org/v10?query=47174at3193	RAP domain
47240at3193	Duplicated	IDmodified-transcript-13232	940.3	495	https://www.orthodb.org/v10?query=47240at3193	2-hydroxyacyl-CoA lyase
47240at3193	Duplicated	MSTRG.14087.1.p1	940.3	495	https://www.orthodb.org/v10?query=47240at3193	2-hydroxyacyl-CoA lyase
47310at3193	Complete	IDmodified-transcript-8753	792.8	423	https://www.orthodb.org/v10?query=47310at3193	cytochrome P450 704B1
47493at3193	Duplicated	IDmodified-transcript-230432	893.2	465	https://www.orthodb.org/v10?query=47493at3193	glutamate--tRNA ligase, chloroplastic/mitochondrial
47493at3193	Duplicated	IDmodified-transcript-254088	893.2	465	https://www.orthodb.org/v10?query=47493at3193	glutamate--tRNA ligase, chloroplastic/mitochondrial
47493at3193	Duplicated	IDmodified-transcript-87852	893.1	465	https://www.orthodb.org/v10?query=47493at3193	glutamate--tRNA ligase, chloroplastic/mitochondrial
47493at3193	Duplicated	DEINVI_00027.281634.6.p1	893.1	465	https://www.orthodb.org/v10?query=47493at3193	glutamate--tRNA ligase, chloroplastic/mitochondrial
47493at3193	Duplicated	IDmodified-transcript-42152	893.1	465	https://www.orthodb.org/v10?query=47493at3193	glutamate--tRNA ligase, chloroplastic/mitochondrial
47493at3193	Duplicated	IDmodified-transcript-70374	893.1	465	https://www.orthodb.org/v10?query=47493at3193	glutamate--tRNA ligase, chloroplastic/mitochondrial
47494at3193	Duplicated	DEINVI_00025.272031.4.p1	589.2	406	https://www.orthodb.org/v10?query=47494at3193	2-succinylbenzoate--CoA ligase, chloroplastic/peroxisomal
47494at3193	Duplicated	MSTRG.37043.1.p1	589.2	406	https://www.orthodb.org/v10?query=47494at3193	2-succinylbenzoate--CoA ligase, chloroplastic/peroxisomal
47494at3193	Duplicated	g9144.t1	589.2	406	https://www.orthodb.org/v10?query=47494at3193	2-succinylbenzoate--CoA ligase, chloroplastic/peroxisomal
47507at3193	Duplicated	IDmodified-transcript-248731	768.6	433	https://www.orthodb.org/v10?query=47507at3193	pentatricopeptide repeat-containing protein At3g59040
47507at3193	Duplicated	IDmodified-transcript-30546	766.2	433	https://www.orthodb.org/v10?query=47507at3193	pentatricopeptide repeat-containing protein At3g59040
47597at3193	Duplicated	IDmodified-transcript-145939	786.9	418	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
47597at3193	Duplicated	DEINVI_00019.189520.2.p1	786.8	418	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
47597at3193	Duplicated	IDmodified-transcript-145941	786.8	418	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
47597at3193	Duplicated	MSTRG.25173.1.p1	786.8	418	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
47597at3193	Duplicated	IDmodified-transcript-256773	786.7	418	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
47597at3193	Duplicated	IDmodified-transcript-145940	786.7	418	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
47597at3193	Duplicated	IDmodified-transcript-256774	786.4	418	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
47650at3193	Duplicated	IDmodified-transcript-94858	1016.8	549	https://www.orthodb.org/v10?query=47650at3193	ABC transporter B family member 28
47650at3193	Duplicated	IDmodified-transcript-98038	1016.3	549	https://www.orthodb.org/v10?query=47650at3193	ABC transporter B family member 28
47650at3193	Duplicated	IDmodified-transcript-281171	1002.1	555	https://www.orthodb.org/v10?query=47650at3193	ABC transporter B family member 28
47650at3193	Duplicated	g5101.t2	1001.5	555	https://www.orthodb.org/v10?query=47650at3193	ABC transporter B family member 28
47754at3193	Duplicated	IDmodified-transcript-174411	711.2	452	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	IDmodified-transcript-60125	710.4	445	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	g1030.t3	710.1	444	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	g1030.t4	708.3	444	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	g514.t1	708.2	441	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	IDmodified-transcript-433055	705.0	444	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	IDmodified-transcript-433054	703.9	442	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	IDmodified-transcript-433056	702.1	443	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	g409.t2	700.5	424	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
47754at3193	Duplicated	MSTRG.413.2.p1	697.8	447	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease
48106at3193	Duplicated	IDmodified-transcript-87503	782.9	486	https://www.orthodb.org/v10?query=48106at3193	Zinc finger, CCCH-type
48106at3193	Duplicated	IDmodified-transcript-78560	781.9	486	https://www.orthodb.org/v10?query=48106at3193	Zinc finger, CCCH-type
48106at3193	Duplicated	IDmodified-transcript-140987	732.3	486	https://www.orthodb.org/v10?query=48106at3193	Zinc finger, CCCH-type
48106at3193	Duplicated	IDmodified-transcript-330041	728.7	486	https://www.orthodb.org/v10?query=48106at3193	Zinc finger, CCCH-type
48106at3193	Duplicated	g2856.t2	728.5	486	https://www.orthodb.org/v10?query=48106at3193	Zinc finger, CCCH-type
48428at3193	Duplicated	IDmodified-transcript-132027	524.8	370	https://www.orthodb.org/v10?query=48428at3193	protein RRNAD1 isoform X1
48428at3193	Duplicated	IDmodified-transcript-226110	524.8	369	https://www.orthodb.org/v10?query=48428at3193	protein RRNAD1 isoform X1
48428at3193	Duplicated	g1352.t3	524.6	369	https://www.orthodb.org/v10?query=48428at3193	protein RRNAD1 isoform X1
48428at3193	Duplicated	IDmodified-transcript-226109	524.1	369	https://www.orthodb.org/v10?query=48428at3193	protein RRNAD1 isoform X1
48428at3193	Duplicated	IDmodified-transcript-101482	499.1	370	https://www.orthodb.org/v10?query=48428at3193	protein RRNAD1 isoform X1
48502at3193	Duplicated	IDmodified-transcript-81424	760.9	1387	https://www.orthodb.org/v10?query=48502at3193	Pentatricopeptide repeat-containing protein
48502at3193	Duplicated	MSTRG.3135.1.p1	759.5	1385	https://www.orthodb.org/v10?query=48502at3193	Pentatricopeptide repeat-containing protein
48502at3193	Duplicated	g4311.t1	759.5	1385	https://www.orthodb.org/v10?query=48502at3193	Pentatricopeptide repeat-containing protein
48546at3193	Duplicated	IDmodified-transcript-9442	933.9	463	https://www.orthodb.org/v10?query=48546at3193	Aldehyde dehydrogenase domain
48546at3193	Duplicated	MSTRG.10541.1.p1	933.9	463	https://www.orthodb.org/v10?query=48546at3193	Aldehyde dehydrogenase domain
48546at3193	Duplicated	IDmodified-transcript-19406	905.9	463	https://www.orthodb.org/v10?query=48546at3193	Aldehyde dehydrogenase domain
48588at3193	Duplicated	IDmodified-transcript-640	783.8	527	https://www.orthodb.org/v10?query=48588at3193	nicastrin
48588at3193	Duplicated	MSTRG.4489.1.p1	783.8	527	https://www.orthodb.org/v10?query=48588at3193	nicastrin
48921at3193	Complete	IDmodified-transcript-144379	762.4	413	https://www.orthodb.org/v10?query=48921at3193	Protoporphyrinogen oxidase
49273at3193	Complete	IDmodified-transcript-14336	587.1	547	https://www.orthodb.org/v10?query=49273at3193	pentatricopeptide repeat-containing protein At3g18020
49334at3193	Duplicated	IDmodified-transcript-37972	864.1	439	https://www.orthodb.org/v10?query=49334at3193	cytochrome P450 97B2, chloroplastic
49334at3193	Duplicated	DEINVI_00023.237758.3.p1	864.1	439	https://www.orthodb.org/v10?query=49334at3193	cytochrome P450 97B2, chloroplastic
49334at3193	Duplicated	IDmodified-transcript-98965	864.1	439	https://www.orthodb.org/v10?query=49334at3193	cytochrome P450 97B2, chloroplastic
49334at3193	Duplicated	MSTRG.32309.1.p1	864.1	439	https://www.orthodb.org/v10?query=49334at3193	cytochrome P450 97B2, chloroplastic
49334at3193	Duplicated	IDmodified-transcript-107248	765.0	398	https://www.orthodb.org/v10?query=49334at3193	cytochrome P450 97B2, chloroplastic
49334at3193	Duplicated	IDmodified-transcript-137765	764.9	398	https://www.orthodb.org/v10?query=49334at3193	cytochrome P450 97B2, chloroplastic
49491at3193	Duplicated	IDmodified-transcript-259468	705.2	518	https://www.orthodb.org/v10?query=49491at3193	Leucine-rich repeat, cysteine-containing subtype
49491at3193	Duplicated	MSTRG.39034.1.p1	705.1	518	https://www.orthodb.org/v10?query=49491at3193	Leucine-rich repeat, cysteine-containing subtype
49704at3193	Missing
49808at3193	Duplicated	IDmodified-transcript-22652	767.4	456	https://www.orthodb.org/v10?query=49808at3193	4-coumarate--CoA ligase-like 1
49808at3193	Duplicated	IDmodified-transcript-25886	760.8	455	https://www.orthodb.org/v10?query=49808at3193	4-coumarate--CoA ligase-like 1
49937at3193	Duplicated	IDmodified-transcript-99896	489.3	388	https://www.orthodb.org/v10?query=49937at3193	Conserved gene of unknown function 
49937at3193	Duplicated	IDmodified-transcript-285622	485.1	400	https://www.orthodb.org/v10?query=49937at3193	Conserved gene of unknown function 
49937at3193	Duplicated	IDmodified-transcript-125245	484.4	399	https://www.orthodb.org/v10?query=49937at3193	Conserved gene of unknown function 
49937at3193	Duplicated	IDmodified-transcript-74948	481.0	392	https://www.orthodb.org/v10?query=49937at3193	Conserved gene of unknown function 
49937at3193	Duplicated	IDmodified-transcript-125247	480.6	392	https://www.orthodb.org/v10?query=49937at3193	Conserved gene of unknown function 
49937at3193	Duplicated	g341.t4	474.0	441	https://www.orthodb.org/v10?query=49937at3193	Conserved gene of unknown function 
49953at3193	Duplicated	DEINVI_00006.33186.0.p1	709.0	431	https://www.orthodb.org/v10?query=49953at3193	Light-mediated development protein DET1
49953at3193	Duplicated	g5714.t1	709.0	431	https://www.orthodb.org/v10?query=49953at3193	Light-mediated development protein DET1
49953at3193	Duplicated	g16516.t1	708.4	428	https://www.orthodb.org/v10?query=49953at3193	Light-mediated development protein DET1
49953at3193	Duplicated	IDmodified-transcript-23357	690.5	428	https://www.orthodb.org/v10?query=49953at3193	Light-mediated development protein DET1
49953at3193	Duplicated	g7181.t3	655.7	402	https://www.orthodb.org/v10?query=49953at3193	Light-mediated development protein DET1
50631at3193	Duplicated	IDmodified-transcript-298143	774.2	455	https://www.orthodb.org/v10?query=50631at3193	RNA helicase
50631at3193	Duplicated	IDmodified-transcript-298142	774.0	455	https://www.orthodb.org/v10?query=50631at3193	RNA helicase
50679at3193	Duplicated	IDmodified-transcript-35341	768.5	522	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal
50679at3193	Duplicated	IDmodified-transcript-35342	712.7	522	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal
50679at3193	Duplicated	IDmodified-transcript-119928	711.5	522	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal
50679at3193	Duplicated	IDmodified-transcript-191591	703.5	487	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal
50679at3193	Duplicated	IDmodified-transcript-113936	698.7	487	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal
50679at3193	Duplicated	IDmodified-transcript-113937	691.5	487	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal
50679at3193	Duplicated	MSTRG.31230.1.p1	684.2	480	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal
50762at3193	Duplicated	MSTRG.2017.2.p1	876.4	522	https://www.orthodb.org/v10?query=50762at3193	AP-5 complex subunit mu
50762at3193	Duplicated	g2413.t1	876.4	522	https://www.orthodb.org/v10?query=50762at3193	AP-5 complex subunit mu
50762at3193	Duplicated	g2413.t2	858.9	522	https://www.orthodb.org/v10?query=50762at3193	AP-5 complex subunit mu
51046at3193	Duplicated	IDmodified-transcript-46146	943.3	592	https://www.orthodb.org/v10?query=51046at3193	pentatricopeptide repeat-containing protein At4g20090
51046at3193	Duplicated	IDmodified-transcript-34803	942.7	592	https://www.orthodb.org/v10?query=51046at3193	pentatricopeptide repeat-containing protein At4g20090
51155at3193	Duplicated	g5431.t4	818.3	479	https://www.orthodb.org/v10?query=51155at3193	Anaphase-promoting complex subunit 7
51155at3193	Duplicated	g5431.t3	818.3	479	https://www.orthodb.org/v10?query=51155at3193	Anaphase-promoting complex subunit 7
51155at3193	Duplicated	g5886.t2	805.5	478	https://www.orthodb.org/v10?query=51155at3193	Anaphase-promoting complex subunit 7
51155at3193	Duplicated	g5431.t5	758.1	479	https://www.orthodb.org/v10?query=51155at3193	Anaphase-promoting complex subunit 7
51348at3193	Duplicated	IDmodified-transcript-396068	1119.8	608	https://www.orthodb.org/v10?query=51348at3193	kelch domain-containing protein 4
51348at3193	Duplicated	IDmodified-transcript-46396	1117.6	606	https://www.orthodb.org/v10?query=51348at3193	kelch domain-containing protein 4
51348at3193	Duplicated	IDmodified-transcript-48637	965.6	528	https://www.orthodb.org/v10?query=51348at3193	kelch domain-containing protein 4
51536at3193	Duplicated	IDmodified-transcript-24846	846.2	445	https://www.orthodb.org/v10?query=51536at3193	sphingosine-1-phosphate lyase
51536at3193	Duplicated	MSTRG.24213.1.p1	846.2	445	https://www.orthodb.org/v10?query=51536at3193	sphingosine-1-phosphate lyase
51536at3193	Duplicated	IDmodified-transcript-291746	819.5	441	https://www.orthodb.org/v10?query=51536at3193	sphingosine-1-phosphate lyase
51536at3193	Duplicated	IDmodified-transcript-399153	817.3	440	https://www.orthodb.org/v10?query=51536at3193	sphingosine-1-phosphate lyase
51562at3193	Duplicated	IDmodified-transcript-167837	755.4	418	https://www.orthodb.org/v10?query=51562at3193	Cryptochrome/DNA photolyase, FAD-binding domain
51562at3193	Duplicated	IDmodified-transcript-167836	754.7	418	https://www.orthodb.org/v10?query=51562at3193	Cryptochrome/DNA photolyase, FAD-binding domain
51562at3193	Duplicated	g3472.t3	754.7	418	https://www.orthodb.org/v10?query=51562at3193	Cryptochrome/DNA photolyase, FAD-binding domain
51562at3193	Duplicated	IDmodified-transcript-97021	752.7	418	https://www.orthodb.org/v10?query=51562at3193	Cryptochrome/DNA photolyase, FAD-binding domain
51562at3193	Duplicated	IDmodified-transcript-97022	691.5	418	https://www.orthodb.org/v10?query=51562at3193	Cryptochrome/DNA photolyase, FAD-binding domain
51745at3193	Duplicated	IDmodified-transcript-29848	1386.2	1357	https://www.orthodb.org/v10?query=51745at3193	uncharacterized protein At3g06530
51745at3193	Duplicated	IDmodified-transcript-333652	1354.3	1410	https://www.orthodb.org/v10?query=51745at3193	uncharacterized protein At3g06530
51750at3193	Complete	IDmodified-transcript-16798	583.4	335	https://www.orthodb.org/v10?query=51750at3193	JmjC domain
51868at3193	Missing
52194at3193	Complete	IDmodified-transcript-10078	807.6	435	https://www.orthodb.org/v10?query=52194at3193	Lysine--tRNA ligase
52234at3193	Duplicated	IDmodified-transcript-23346	856.6	441	https://www.orthodb.org/v10?query=52234at3193	Protein kinase domain
52234at3193	Duplicated	MSTRG.28594.1.p1	856.6	441	https://www.orthodb.org/v10?query=52234at3193	Protein kinase domain
52464at3193	Duplicated	DEINVI_00006.30358.0.p1	922.5	443	https://www.orthodb.org/v10?query=52464at3193	Conserved oligomeric Golgi complex subunit 8
52464at3193	Duplicated	MSTRG.3697.1.p1	922.5	443	https://www.orthodb.org/v10?query=52464at3193	Conserved oligomeric Golgi complex subunit 8
52464at3193	Duplicated	g5136.t1	922.5	443	https://www.orthodb.org/v10?query=52464at3193	Conserved oligomeric Golgi complex subunit 8
52497at3193	Duplicated	g15753.t2	781.4	452	https://www.orthodb.org/v10?query=52497at3193	ATPase, AAA-type, conserved site
52497at3193	Duplicated	g15753.t4	780.9	452	https://www.orthodb.org/v10?query=52497at3193	ATPase, AAA-type, conserved site
52497at3193	Duplicated	g15753.t1	780.5	450	https://www.orthodb.org/v10?query=52497at3193	ATPase, AAA-type, conserved site
52497at3193	Duplicated	g15753.t3	780.0	450	https://www.orthodb.org/v10?query=52497at3193	ATPase, AAA-type, conserved site
52743at3193	Complete	IDmodified-transcript-28669	778.2	532	https://www.orthodb.org/v10?query=52743at3193	Transmembrane protein
52804at3193	Complete	IDmodified-transcript-41991	725.5	427	https://www.orthodb.org/v10?query=52804at3193	Alpha-1,3-glucosyltransferase
52837at3193	Duplicated	IDmodified-transcript-63761	771.5	451	https://www.orthodb.org/v10?query=52837at3193	putative methyltransferase NSUN6
52837at3193	Duplicated	IDmodified-transcript-63760	770.5	451	https://www.orthodb.org/v10?query=52837at3193	putative methyltransferase NSUN6
52837at3193	Duplicated	MSTRG.38079.1.p1	770.5	451	https://www.orthodb.org/v10?query=52837at3193	putative methyltransferase NSUN6
52837at3193	Duplicated	IDmodified-transcript-39799	764.0	451	https://www.orthodb.org/v10?query=52837at3193	putative methyltransferase NSUN6
52837at3193	Duplicated	IDmodified-transcript-274958	736.9	454	https://www.orthodb.org/v10?query=52837at3193	putative methyltransferase NSUN6
52837at3193	Duplicated	IDmodified-transcript-274957	735.6	454	https://www.orthodb.org/v10?query=52837at3193	putative methyltransferase NSUN6
52839at3193	Duplicated	IDmodified-transcript-26271	519.7	366	https://www.orthodb.org/v10?query=52839at3193	N-lysine methyltransferase
52839at3193	Duplicated	IDmodified-transcript-268046	519.7	366	https://www.orthodb.org/v10?query=52839at3193	N-lysine methyltransferase
52839at3193	Duplicated	MSTRG.27188.1.p1	519.7	366	https://www.orthodb.org/v10?query=52839at3193	N-lysine methyltransferase
52839at3193	Duplicated	IDmodified-transcript-139008	499.7	370	https://www.orthodb.org/v10?query=52839at3193	N-lysine methyltransferase
52897at3193	Duplicated	IDmodified-transcript-121473	1055.5	581	https://www.orthodb.org/v10?query=52897at3193	Translation initiation factor IF-2
52897at3193	Duplicated	DEINVI_07741.331519.2.p1	1055.3	581	https://www.orthodb.org/v10?query=52897at3193	Translation initiation factor IF-2
52897at3193	Duplicated	IDmodified-transcript-101417	1055.3	581	https://www.orthodb.org/v10?query=52897at3193	Translation initiation factor IF-2
52897at3193	Duplicated	g3183.t3	1052.4	581	https://www.orthodb.org/v10?query=52897at3193	Translation initiation factor IF-2
52897at3193	Duplicated	IDmodified-transcript-75414	1052.3	581	https://www.orthodb.org/v10?query=52897at3193	Translation initiation factor IF-2
53003at3193	Duplicated	IDmodified-transcript-37902	831.6	645	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog
53003at3193	Duplicated	MSTRG.33348.1.p1	831.6	645	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog
53003at3193	Duplicated	IDmodified-transcript-103487	831.5	644	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog
53003at3193	Duplicated	IDmodified-transcript-38563	830.4	608	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog
53003at3193	Duplicated	g15559.t3	829.8	631	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog
53003at3193	Duplicated	g14898.t2	822.6	647	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog
53003at3193	Duplicated	g15559.t2	822.2	636	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog
53100at3193	Duplicated	DEINVI_00010.108905.0.p1	500.0	317	https://www.orthodb.org/v10?query=53100at3193	Mitochondrial carrier domain superfamily
53100at3193	Duplicated	IDmodified-transcript-12182	500.0	317	https://www.orthodb.org/v10?query=53100at3193	Mitochondrial carrier domain superfamily
53100at3193	Duplicated	MSTRG.13384.1.p1	500.0	317	https://www.orthodb.org/v10?query=53100at3193	Mitochondrial carrier domain superfamily
53517at3193	Complete	IDmodified-transcript-15893	773.7	512	https://www.orthodb.org/v10?query=53517at3193	Pentatricopeptide repeat-containing protein
53741at3193	Duplicated	DEINVI_00023.221688.13.p1	902.1	440	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic
53741at3193	Duplicated	IDmodified-transcript-176278	902.1	440	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic
53741at3193	Duplicated	IDmodified-transcript-38038	901.5	440	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic
53741at3193	Duplicated	MSTRG.30608.1.p1	901.5	440	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic
53741at3193	Duplicated	IDmodified-transcript-318284	901.1	440	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic
53741at3193	Duplicated	IDmodified-transcript-456311	901.1	440	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic
53741at3193	Duplicated	g443.t2	805.0	413	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic
53767at3193	Duplicated	IDmodified-transcript-19595	885.4	474	https://www.orthodb.org/v10?query=53767at3193	NAD(P)-binding domain
53767at3193	Duplicated	MSTRG.18232.1.p1	885.4	474	https://www.orthodb.org/v10?query=53767at3193	NAD(P)-binding domain
53767at3193	Duplicated	IDmodified-transcript-196700	885.3	474	https://www.orthodb.org/v10?query=53767at3193	NAD(P)-binding domain
53767at3193	Duplicated	IDmodified-transcript-196699	885.2	474	https://www.orthodb.org/v10?query=53767at3193	NAD(P)-binding domain
53767at3193	Duplicated	IDmodified-transcript-365305	883.3	474	https://www.orthodb.org/v10?query=53767at3193	NAD(P)-binding domain
53767at3193	Duplicated	IDmodified-transcript-365304	883.2	474	https://www.orthodb.org/v10?query=53767at3193	NAD(P)-binding domain
53773at3193	Duplicated	g6031.t1	849.4	459	https://www.orthodb.org/v10?query=53773at3193	ATP-dependent DNA helicase
53773at3193	Duplicated	IDmodified-transcript-141574	746.6	418	https://www.orthodb.org/v10?query=53773at3193	ATP-dependent DNA helicase
54177at3193	Duplicated	IDmodified-transcript-44555	978.2	532	https://www.orthodb.org/v10?query=54177at3193	tRNA-dihydrouridine(47) synthase 
54177at3193	Duplicated	IDmodified-transcript-222473	978.2	532	https://www.orthodb.org/v10?query=54177at3193	tRNA-dihydrouridine(47) synthase 
54535at3193	Complete	IDmodified-transcript-255027	700.4	479	https://www.orthodb.org/v10?query=54535at3193	putative pentatricopeptide repeat-containing protein At1g56570
54563at3193	Duplicated	MSTRG.15512.1.p1	842.7	447	https://www.orthodb.org/v10?query=54563at3193	methionine--tRNA ligase, chloroplastic/mitochondrial
54563at3193	Duplicated	g18039.t1	842.7	447	https://www.orthodb.org/v10?query=54563at3193	methionine--tRNA ligase, chloroplastic/mitochondrial
54563at3193	Duplicated	IDmodified-transcript-104353	839.0	447	https://www.orthodb.org/v10?query=54563at3193	methionine--tRNA ligase, chloroplastic/mitochondrial
54563at3193	Duplicated	g6357.t3	750.7	407	https://www.orthodb.org/v10?query=54563at3193	methionine--tRNA ligase, chloroplastic/mitochondrial
54569at3193	Complete	g1799.t1	876.8	462	https://www.orthodb.org/v10?query=54569at3193	protein high chlorophyll fluorescent 107
54696at3193	Duplicated	g6488.t1	678.9	471	https://www.orthodb.org/v10?query=54696at3193	transcription factor 25
54696at3193	Duplicated	IDmodified-transcript-42640	640.4	468	https://www.orthodb.org/v10?query=54696at3193	transcription factor 25
54799at3193	Duplicated	IDmodified-transcript-123193	898.7	437	https://www.orthodb.org/v10?query=54799at3193	Proline-tRNA ligase, class IIa
54799at3193	Duplicated	IDmodified-transcript-116750	830.9	396	https://www.orthodb.org/v10?query=54799at3193	Proline-tRNA ligase, class IIa
54799at3193	Duplicated	IDmodified-transcript-441355	807.7	403	https://www.orthodb.org/v10?query=54799at3193	Proline-tRNA ligase, class IIa
54799at3193	Duplicated	IDmodified-transcript-44733	784.6	400	https://www.orthodb.org/v10?query=54799at3193	Proline-tRNA ligase, class IIa
54811at3193	Duplicated	DEINVI_00012.126372.4.p1	676.9	406	https://www.orthodb.org/v10?query=54811at3193	RNA (C5-cytosine) methyltransferase
54811at3193	Duplicated	g5926.t1	676.9	406	https://www.orthodb.org/v10?query=54811at3193	RNA (C5-cytosine) methyltransferase
54811at3193	Duplicated	MSTRG.15703.1.p1	672.7	406	https://www.orthodb.org/v10?query=54811at3193	RNA (C5-cytosine) methyltransferase
54811at3193	Duplicated	g5928.t1	672.7	406	https://www.orthodb.org/v10?query=54811at3193	RNA (C5-cytosine) methyltransferase
54858at3193	Complete	IDmodified-transcript-77756	964.6	462	https://www.orthodb.org/v10?query=54858at3193	WD40-repeat-containing domain
54907at3193	Duplicated	IDmodified-transcript-284331	650.7	411	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54907at3193	Duplicated	IDmodified-transcript-302749	650.7	411	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54907at3193	Duplicated	IDmodified-transcript-93894	650.7	411	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54907at3193	Duplicated	MSTRG.2506.1.p1	650.7	411	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54907at3193	Duplicated	g3252.t1	650.7	411	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54907at3193	Duplicated	g3253.t2	650.7	411	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54907at3193	Duplicated	g8381.t2	635.0	412	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54907at3193	Duplicated	g8382.t2	635.0	412	https://www.orthodb.org/v10?query=54907at3193	histone-lysine N-methyltransferase ASHR1
54931at3193	Duplicated	g4187.t3	1122.5	737	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	IDmodified-transcript-180168	1121.5	735	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	g3832.t3	1111.8	710	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	IDmodified-transcript-107032	1101.4	702	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	g10681.t2	1075.4	690	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	IDmodified-transcript-165844	1074.6	691	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	IDmodified-transcript-104857	1067.6	687	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	IDmodified-transcript-99713	1066.1	688	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	IDmodified-transcript-368844	1055.8	682	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
54931at3193	Duplicated	IDmodified-transcript-368843	1054.9	683	https://www.orthodb.org/v10?query=54931at3193	DNA repair endonuclease UVH1
